filename,package_name,version_code,size_bytes,sha256
protect.gift_card_guard_6_src.tar.gz,protect.gift_card_guard,6,3799040,ac924f2651d4f17c47ad7e117df6bbd59851ff7146dcf6a9d13212a53a50206e
rocks.poopjournal.flashy_33_src.tar.gz,rocks.poopjournal.flashy,33,17582080,fecae510b98f9568bcee5c297e31706e82f9571324e4a757abcfe0266d259797
rocks.poopjournal.fucksgiven_12_src.tar.gz,rocks.poopjournal.fucksgiven,12,4823040,bd9b4a4551483d762707917aaef5b98ee62d9b6c90cb2af51cba1c4660771149
site.leos.apps.lespas_114_src.tar.gz,site.leos.apps.lespas,114,43806720,57202e604fc0909aa92a90625832a256903d1f1ffa9958b640742807d9c6aa14
souch.smp_33_src.tar.gz,souch.smp,33,8284160,3cd0e404e754853d9dff15c8557dd36c2a90ce3b3df56c16b2db6a28593b7912
starcom.snd_5_src.tar.gz,starcom.snd,5,491520,9ba1c1c0a44556a1af376820e5a817adbc65a2fa133b6f0f3d5e2d96254e4cf6
top.yztz.msggo_26000309_src.tar.gz,top.yztz.msggo,26000309,9246720,6483d93c4611b22604b9e9b63f2575b16bff7116911075e71a866c00195a166c
uk.co.busydoingnothing.prevo_27_src.tar.gz,uk.co.busydoingnothing.prevo,27,130437120,49d4858a051860a09fbe3f6d07cf366d5403313d839c130abd5854fa175d6572
uk.org.boddie.android.weatherforecast_173_src.tar.gz,uk.org.boddie.android.weatherforecast,173,18575360,f61c5783c0d188532d31b1ef6b3606f55797f3fc85afb777573bfa4f3a6c2d63
uk.org.ngo.squeezer_154_src.tar.gz,uk.org.ngo.squeezer,154,10178560,7fef83ac3477586dacb787d9090b0eaf311f3f69ce3acd934af7247c083aeffb
ws.xsoh.etar_53_src.tar.gz,ws.xsoh.etar,53,12175360,ca4ca77a6df8dc573ddaa781362f88a7466530fdf5603193be0b911d30730624
